t,I,Type,"Type Numerical(A=0, C=1, T=2, G=3)",Blockade_Height
0.1115,0.42849,T,2,0.529774
0.0803,0.49384,T,2,0.464424
0.0702,0.38924,T,2,0.569024
0.1405,0.51295,T,2,0.445314
0.09,0.43333,T,2,0.524934
0.08,0.54626,T,2,0.412004
0.0996,0.46128,T,2,0.496984
0.1114,0.48927,T,2,0.468994
0.08,0.47895,T,2,0.479314
0.121,0.51856,T,2,0.439704
0.1115,0.48268,T,2,0.475584
0.0585,0.45236,T,2,0.505904
0.0919,0.55948,T,2,0.398784
0.121,0.52376,T,2,0.434504
0.131,0.49453,T,2,0.463734
0.0897,0.55424,T,2,0.404024
0.1504,0.57119,T,2,0.387074
0.0705,0.50745,T,2,0.450814
0.1502,0.55041,T,2,0.407854
0.1581,0.49837,T,2,0.459894
0.119,0.59635,T,2,0.361914
0.1309,0.54085,T,2,0.417414
0.1096,0.48546,T,2,0.472804
0.129,0.54576,T,2,0.412504
0.1798,0.65147,T,2,0.306794
0.1506,0.61922,T,2,0.339044
0.131,0.62705,T,2,0.331214
0.0998,0.55813,T,2,0.400134
0.129,0.67346,T,2,0.284804
0.1603,0.64271,T,2,0.315554
0.129,0.59538,T,2,0.362884
0.1603,0.68467,T,2,0.273594
0.129,0.56305,T,2,0.395214
0.1406,0.58414,T,2,0.374124
0.1405,0.57415,T,2,0.384114
0.1092,0.6084,T,2,0.349864
0.08,0.46931,T,2,0.488954
0.0897,0.58642,T,2,0.371844
0.0998,0.58063,T,2,0.377634
0.121,0.53897,T,2,0.419294
0.0605,0.4949,T,2,0.463364
0.1211,0.55559,T,2,0.402674
0.129,0.56069,T,2,0.397574
0.121,0.5798,T,2,0.378464
0.1092,0.52579,T,2,0.432474
0.1408,0.6,T,2,0.358264
0.1405,0.59985,T,2,0.358414
0.0703,0.49529,T,2,0.462974
0.0898,0.58083,T,2,0.377434
0.1093,0.61515,T,2,0.343114
0.131,0.57059,T,2,0.387674
0.1505,0.5531,T,2,0.405164
0.1795,0.64172,T,2,0.316544
0.131,0.50548,T,2,0.452784
0.17,0.5962,T,2,0.362064
0.121,0.5471,T,2,0.411164
0.08,0.64868,T,2,0.309584
0.1407,0.61399,T,2,0.344274
0.1408,0.50803,T,2,0.450234
0.1014,0.55405,T,2,0.404214
0.129,0.61258,T,2,0.345684
0.0995,0.6017,T,2,0.356564
0.129,0.56795,T,2,0.390314
0.1307,0.62628,T,2,0.331984
0.1407,0.53036,T,2,0.427904
0.08,0.50637,T,2,0.451894
0.131,0.56213,T,2,0.396134
0.0801,0.49806,T,2,0.460204
0.1114,0.6108,T,2,0.347464
0.1093,0.65063,T,2,0.307634
0.18,0.5995,T,2,0.358764
0.1405,0.5746,T,2,0.383664
0.1505,0.61498,T,2,0.343284
0.0607,0.50663,T,2,0.451634
0.0897,0.62146,T,2,0.336804
0.0703,0.52336,T,2,0.434904
0.0705,0.51474,T,2,0.443524
0.0997,0.5274,T,2,0.430864
0.08,0.45847,T,2,0.499794
0.0705,0.54664,T,2,0.411624
0.0998,0.50329,T,2,0.454974
0.1094,0.49694,T,2,0.461324
0.0585,0.46173,T,2,0.496534
0.0897,0.49129,T,2,0.466974
0.0701,0.49222,T,2,0.466044
0.0895,0.53344,T,2,0.424824
0.1211,0.45225,T,2,0.506014
0.1195,0.49356,T,2,0.464704
0.0805,0.49824,T,2,0.460024
0.0899,0.5254,T,2,0.432864
0.0585,0.4687,T,2,0.489564
0.0608,0.50225,T,2,0.456014
0.131,0.52591,T,2,0.432354
0.1095,0.53894,T,2,0.419324
0.1096,0.57302,T,2,0.385244
0.1505,0.63532,T,2,0.322944
0.0994,0.58258,T,2,0.375684
0.1309,0.53896,T,2,0.419304
0.1096,0.55203,T,2,0.406234
0.1115,0.51956,T,2,0.438704
0.1193,0.65012,T,2,0.308144
0.1091,0.63293,T,2,0.325334
0.1819,0.66702,T,2,0.291244
0.1095,0.47894,T,2,0.479324
0.0997,0.65817,T,2,0.300094
0.0897,0.4347,T,2,0.523564
0.1504,0.51596,T,2,0.442304
0.1092,0.5262,T,2,0.432064
0.0895,0.46176,T,2,0.496504
0.0607,0.52132,T,2,0.436944
0.1796,0.68088,T,2,0.277384
0.0704,0.43192,T,2,0.526344
0.0705,0.45671,T,2,0.501554
0.1309,0.79079,T,2,0.167474
0.1095,0.73653,T,2,0.221734
0.0604,0.48732,T,2,0.470944
0.129,0.72848,T,2,0.229784
0.1093,0.43731,T,2,0.520954
0.1798,0.70863,T,2,0.249634
0.08,0.50207,T,2,0.456194
0.1818,0.68992,T,2,0.268344
0.0605,0.44435,T,2,0.513914
0.209,0.80671,T,2,0.151554
0.1096,0.48579,T,2,0.472474
0.07,0.60003,T,2,0.358234
0.1191,0.51496,T,2,0.443304
0.1215,0.82108,T,2,0.137184
0.08,0.51956,T,2,0.438704
0.0997,0.70753,T,2,0.250734
0.0994,0.49658,T,2,0.461684
0.0605,0.59279,T,2,0.365474
0.0895,0.77585,T,2,0.182414
0.1113,0.53869,T,2,0.419574
0.1195,0.65122,T,2,0.307044
0.0995,0.769,T,2,0.189264
0.1115,0.46323,T,2,0.495034
0.0919,0.54061,T,2,0.417654
0.0803,0.55509,T,2,0.403174
0.1818,0.65574,T,2,0.302524
0.1309,0.75701,T,2,0.201254
0.1014,0.48474,T,2,0.473524
0.1408,0.79125,T,2,0.167014
0.0995,0.7253,T,2,0.232964
0.17,0.62498,T,2,0.333284
0.0507,0.53806,T,2,0.420204
0.1387,0.7174,T,2,0.240864
0.1287,0.69692,T,2,0.261344
0.0898,0.44419,T,2,0.514074
0.0995,0.52181,T,2,0.436454
0.0603,0.5815,T,2,0.376764
0.0805,0.58771,T,2,0.370554
0.119,0.68401,T,2,0.274254
0.0705,0.4763,T,2,0.481964
0.1387,0.80166,T,2,0.156604
0.0895,0.6787,T,2,0.279564
0.1095,0.6471,T,2,0.311164
0.08,0.44173,T,2,0.516534
0.1386,0.73365,T,2,0.224614
0.0608,0.47802,T,2,0.480244
0.0585,0.38357,T,2,0.574694
0.0805,0.65794,T,2,0.300324
0.1018,0.78505,T,2,0.173214
0.0899,0.49573,T,2,0.462534
0.0682,0.43156,T,2,0.526704
0.07,0.51278,T,2,0.445484
0.08,0.46289,T,2,0.495374
0.08,0.39919,T,2,0.559074
0.0705,0.45732,T,2,0.500944
0.0585,0.53129,T,2,0.426974
0.0704,0.40937,T,2,0.548894
0.09,0.45455,T,2,0.503714
0.0605,0.50555,T,2,0.452714
0.1195,0.7182,T,2,0.240064
0.0605,0.4457,T,2,0.512564
0.0895,0.44641,T,2,0.511854
0.08,0.4492,T,2,0.509064
0.0895,0.58993,T,2,0.368334
0.0605,0.437,T,2,0.521264
0.0605,0.57675,T,2,0.381514
0.0705,0.42156,T,2,0.536704
0.0702,0.50754,T,2,0.450724
0.1096,0.6097,T,2,0.348564
0.0608,0.4064,T,2,0.551864
0.0605,0.46171,T,2,0.496554
0.0608,0.44646,T,2,0.511804
0.0705,0.44669,T,2,0.511574
0.129,0.59041,T,2,0.367854
0.0603,0.48178,T,2,0.476484
0.0705,0.44587,T,2,0.512394
0.0608,0.43288,T,2,0.525384
0.0608,0.46418,T,2,0.494084
0.0608,0.43644,T,2,0.521824
0.08,0.4851,T,2,0.473164
0.08,0.5233,T,2,0.434964
0.08,0.53521,T,2,0.423054
0.0682,0.50506,T,2,0.453204
0.0605,0.58097,T,2,0.377294
0.0585,0.50279,T,2,0.455474
0.0805,0.40238,T,2,0.555884
0.0607,0.43494,T,2,0.523324
0.0585,0.49824,T,2,0.460024
0.0704,0.5192,T,2,0.439064
0.1095,0.67669,T,2,0.281574
0.0703,0.45808,T,2,0.500184
0.0801,0.49677,T,2,0.461494
0.1482,0.41985,T,2,0.538414
0.0705,0.48501,T,2,0.473254
0.1504,0.62391,T,2,0.334354
0.0995,0.61521,T,2,0.343054
0.0995,0.53289,T,2,0.425374
0.0803,0.43903,T,2,0.519234
0.0605,0.54564,T,2,0.412624
0.0587,0.5359,T,2,0.422364
0.0605,0.39251,T,2,0.565754
0.131,0.70611,T,2,0.252154
0.121,0.64471,T,2,0.313554
0.131,0.62962,T,2,0.328644
0.09,0.44253,T,2,0.515734
0.0996,0.60669,T,2,0.351574
0.0585,0.45092,T,2,0.507344
0.1505,0.61756,T,2,0.340704
0.0805,0.54165,T,2,0.416614
0.121,0.71201,T,2,0.246254
0.0895,0.5177,T,2,0.440564
0.0703,0.44416,T,2,0.514104
0.0919,0.49179,T,2,0.466474
0.08,0.4842,T,2,0.474064
0.1018,0.49739,T,2,0.460874
0.0994,0.46315,T,2,0.495114
0.0704,0.49006,T,2,0.468204
0.1385,0.50784,T,2,0.450424
0.129,0.45098,T,2,0.507284
0.08,0.45072,T,2,0.507544
0.0686,0.46577,T,2,0.492494
0.08,0.4867,T,2,0.471564
0.0605,0.41879,T,2,0.539474
0.0703,0.42189,T,2,0.536374
0.0996,0.48194,T,2,0.476324
0.09,0.43162,T,2,0.526644
0.0919,0.50605,T,2,0.452214
0.1113,0.6747,T,2,0.283564
0.121,0.63086,T,2,0.327404
0.0605,0.44595,T,2,0.512314
0.0686,0.55121,T,2,0.407054
0.0608,0.5578,T,2,0.400464
0.0801,0.48595,T,2,0.472314
0.0605,0.5382,T,2,0.420064
0.1482,0.65044,T,2,0.307824
0.0998,0.69649,T,2,0.261774
0.0997,0.58878,T,2,0.369484
0.0607,0.49351,T,2,0.464754
0.0895,0.61174,T,2,0.346524
0.08,0.5467,T,2,0.411564
0.0705,0.47249,T,2,0.485774
0.0605,0.48556,T,2,0.472704
0.0602,0.47756,T,2,0.480704
0.0897,0.41464,T,2,0.543624
0.2187,0.5985,T,2,0.359764
0.1096,0.67849,T,2,0.279774
0.1091,0.59035,T,2,0.367914
0.0702,0.49168,T,2,0.466584
0.0608,0.59547,T,2,0.362794
0.0705,0.521,T,2,0.437264
0.1014,0.67164,T,2,0.286624
0.0705,0.47927,T,2,0.478994
0.0586,0.50879,T,2,0.449474
0.0608,0.45102,T,2,0.507244
0.0995,0.53788,T,2,0.420384
0.0586,0.5235,T,2,0.434764
0.119,0.58441,T,2,0.373854
0.09,0.54684,T,2,0.411424
0.1095,0.56497,T,2,0.393294
0.08,0.58783,T,2,0.370434
0.09,0.49446,T,2,0.463804
0.0702,0.58816,T,2,0.370104
0.0897,0.47687,T,2,0.481394
0.0705,0.47994,T,2,0.478324
0.0606,0.45383,T,2,0.504434
0.08,0.51035,T,2,0.447914
0.1018,0.51049,T,2,0.447774
0.0899,0.50774,T,2,0.450524
0.0705,0.50353,T,2,0.454734
0.0895,0.49074,T,2,0.467524
0.0705,0.39618,T,2,0.562084
0.0701,0.51526,T,2,0.443004
0.0702,0.45032,T,2,0.507944
0.0705,0.48579,T,2,0.472474
0.0705,0.41509,T,2,0.543174
0.0608,0.47243,T,2,0.485834
0.0702,0.39859,T,2,0.559674
0.0703,0.4372,T,2,0.521064
0.0605,0.41859,T,2,0.539674
0.0585,0.4219,T,2,0.536364
0.0703,0.45449,T,2,0.503774
0.0605,0.42687,T,2,0.531394
0.0586,0.5155,T,2,0.442764
0.0586,0.50941,T,2,0.448854
0.0682,0.43727,T,2,0.520994
0.0805,0.41718,T,2,0.541084
0.0605,0.43826,T,2,0.520004
0.09,0.41979,T,2,0.538474
0.0682,0.50648,T,2,0.451784
0.08,0.50883,T,2,0.449434
0.0897,0.48615,T,2,0.472114
0.0781,0.44426,T,2,0.514004
0.0606,0.48246,T,2,0.475804
0.0681,0.4054,T,2,0.552864
0.0895,0.52778,T,2,0.430484
0.0704,0.47966,T,2,0.478604
0.0705,0.54058,T,2,0.417684
0.0605,0.45047,T,2,0.507794
0.0682,0.47606,T,2,0.482204
0.0604,0.43775,T,2,0.520514
0.0586,0.43111,T,2,0.527154
0.0608,0.39322,T,2,0.565044
0.0608,0.4155,T,2,0.542764
0.0604,0.51886,T,2,0.439404
0.0587,0.49061,T,2,0.467654
0.0801,0.57004,T,2,0.388224
0.07,0.47786,T,2,0.480404
0.09,0.5489,T,2,0.409364
0.1113,0.47649,T,2,0.481774
0.07,0.4872,T,2,0.471064
0.08,0.5826,T,2,0.375664
0.1215,0.67535,T,2,0.282914
0.0704,0.47392,T,2,0.484344
0.0702,0.48462,T,2,0.473644
0.0608,0.50462,T,2,0.453644
0.0705,0.53541,T,2,0.422854
0.08,0.52577,T,2,0.432494
0.0585,0.48044,T,2,0.477824
0.0705,0.47644,T,2,0.481824
0.0781,0.49783,T,2,0.460434
0.0605,0.44844,T,2,0.509824
0.0995,0.54568,T,2,0.412584
0.0607,0.4854,T,2,0.472864
0.0605,0.41734,T,2,0.540924
0.0705,0.46747,T,2,0.490794
0.0604,0.52454,T,2,0.433724
0.0682,0.46581,T,2,0.492454
0.1191,0.61605,T,2,0.342214
0.0606,0.48984,T,2,0.468424
0.0585,0.44116,T,2,0.517104
0.0608,0.44337,T,2,0.514894
0.0605,0.43784,T,2,0.520424
0.0604,0.47243,T,2,0.485834
0.0703,0.42996,T,2,0.528304
0.07,0.43775,T,2,0.520514
0.08,0.53489,T,2,0.423374
0.08,0.42085,T,2,0.537414
0.0587,0.49318,T,2,0.465084
0.1409,0.51898,T,2,0.439284
0.1285,0.53893,T,2,0.419334
0.0997,0.46458,T,2,0.493684
0.0702,0.49378,T,2,0.464484
0.0705,0.40801,T,2,0.550254
0.3395,0.46564,T,2,0.492624
0.789,0.56756,T,2,0.390704
0.0608,0.53046,T,2,0.427804
0.17,0.76046,T,2,0.197804
0.08,0.62306,T,2,0.335204
0.0605,0.42841,T,2,0.529854
0.0605,0.61549,T,2,0.342774
0.0703,0.54367,T,2,0.414594
0.0608,0.44879,T,2,0.509474
0.08,0.58135,T,2,0.376914
0.0703,0.59304,T,2,0.365224
0.0606,0.4842,T,2,0.474064
0.1191,0.57464,T,2,0.383624
0.08,0.62608,T,2,0.332184
0.0997,0.70137,T,2,0.256894
0.0805,0.5313,T,2,0.426964
0.0608,0.50261,T,2,0.455654
0.0899,0.61864,T,2,0.339624
0.0705,0.5488,T,2,0.409464
0.0585,0.56786,T,2,0.390404
0.0605,0.38485,T,2,0.573414
0.0703,0.42413,T,2,0.534134
0.0781,0.55835,T,2,0.399914
0.0605,0.50355,T,2,0.454714
0.0605,0.46497,T,2,0.493294
0.0801,0.40261,T,2,0.555654
0.08,0.50835,T,2,0.449914
0.0703,0.44505,T,2,0.513214
0.08,0.55515,T,2,0.403114
0.07,0.4856,T,2,0.472664
0.0587,0.57661,T,2,0.381654
0.08,0.66731,T,2,0.290954
0.08,0.5399,T,2,0.418364
0.0682,0.67109,T,2,0.287174
0.0608,0.44953,T,2,0.508734
0.0607,0.45031,T,2,0.507954
0.08,0.57391,T,2,0.384354
0.0805,0.52915,T,2,0.429114
0.1482,0.64274,T,2,0.315524
0.0607,0.49729,T,2,0.460974
0.1385,0.62851,T,2,0.329754
0.08,0.59364,T,2,0.364624
0.0704,0.61118,T,2,0.347084
0.0608,0.50404,T,2,0.454224
0.0604,0.51393,T,2,0.444334
0.0705,0.48323,T,2,0.475034
0.0919,0.56777,T,2,0.390494
0.0703,0.60275,T,2,0.355514
0.08,0.57994,T,2,0.378324
0.0897,0.47377,T,2,0.484494
0.0607,0.67834,T,2,0.279924
0.0705,0.49303,T,2,0.465234
0.121,0.6839,T,2,0.274364
0.07,0.49291,T,2,0.465354
0.08,0.5397,T,2,0.418564
0.08,0.51771,T,2,0.440554
0.08,0.43686,T,2,0.521404
0.0586,0.46871,T,2,0.489554
0.0704,0.50457,T,2,0.453694
0.0602,0.43714,T,2,0.521124
0.0801,0.49612,T,2,0.462144
0.07,0.60296,T,2,0.355304
0.0705,0.57868,T,2,0.379584
0.0895,0.60353,T,2,0.354734
0.0702,0.59621,T,2,0.362054
0.0703,0.50778,T,2,0.450484
0.0701,0.60402,T,2,0.354244
0.0605,0.49459,T,2,0.463674
0.3497,0.50674,T,2,0.451524
0.09,0.48802,T,2,0.470244
0.0703,0.43099,T,2,0.527274
0.0605,0.52287,T,2,0.435394
0.09,0.68389,T,2,0.274374
0.0603,0.47675,T,2,0.481514
0.1193,0.67729,T,2,0.280974
0.08,0.73607,T,2,0.222194
0.0703,0.59115,T,2,0.367114
0.0585,0.40754,T,2,0.550724
0.0995,0.52607,T,2,0.432194
0.09,0.59218,T,2,0.366084
0.0608,0.43082,T,2,0.527444
0.08,0.4931,T,2,0.465164
0.08,0.46499,T,2,0.493274
0.0705,0.38868,T,2,0.569584
0.119,0.54948,T,2,0.408784
0.08,0.51242,T,2,0.445844
0.0587,0.5108,T,2,0.447464
0.0607,0.4763,T,2,0.481964
0.0705,0.48006,T,2,0.478204
0.1015,0.72316,T,2,0.235104
0.0682,0.60818,T,2,0.350084
0.08,0.63258,T,2,0.325684
0.0705,0.43289,T,2,0.525374
0.0605,0.63337,T,2,0.324894
0.08,0.3964,T,2,0.561864
0.08,0.51351,T,2,0.444754
0.2208,0.56824,T,2,0.390024
0.1581,0.47655,T,2,0.481714
0.0705,0.43027,T,2,0.527994
0.1503,0.54236,T,2,0.415904
0.08,0.41384,T,2,0.544424
0.211,0.59244,T,2,0.365824
0.111,0.45081,T,2,0.507454
0.1505,0.47633,T,2,0.481934
0.129,0.63272,T,2,0.325544
0.1287,0.60145,T,2,0.356814
0.0701,0.46064,T,2,0.497624
0.0705,0.40116,T,2,0.557104
0.0805,0.40261,T,2,0.555654
0.1505,0.51716,T,2,0.441104
0.09,0.48122,T,2,0.477044
0.0899,0.51824,T,2,0.440024
0.0605,0.4966,T,2,0.461664
0.0681,0.47253,T,2,0.485734
0.0605,0.482,T,2,0.476264
0.08,0.4333,T,2,0.524964
0.0899,0.48149,T,2,0.476774
0.0702,0.43685,T,2,0.521414
0.0705,0.48779,T,2,0.470474
0.0686,0.53262,T,2,0.425644
0.0606,0.44173,T,2,0.516534
0.0705,0.48753,T,2,0.470734
0.07,0.53361,T,2,0.424654
0.0602,0.45205,T,2,0.506214
0.0705,0.51787,T,2,0.440394
0.0899,0.4728,T,2,0.485464
0.119,0.48505,T,2,0.473214
0.121,0.48194,T,2,0.476324
0.1095,0.43213,T,2,0.526134
0.0505,0.44058,T,2,0.517684
0.0995,0.42351,T,2,0.534754
0.09,0.56717,T,2,0.391094
0.0803,0.47037,T,2,0.487894
0.1095,0.48522,T,2,0.473044
0.08,0.4106,T,2,0.547664
0.1094,0.41936,T,2,0.538904
0.0995,0.47273,T,2,0.485534
0.1018,0.42714,T,2,0.531124
0.0508,0.40474,T,2,0.553524
0.0509,0.37757,T,2,0.580694
0.0605,0.48495,T,2,0.473314
0.09,0.46692,T,2,0.491344
0.07,0.4563,T,2,0.501964
0.0998,0.42103,T,2,0.537234
0.1018,0.43285,T,2,0.525414
0.08,0.4425,T,2,0.515764
0.0997,0.41664,T,2,0.541624
0.0996,0.51703,T,2,0.441234
0.0998,0.49225,T,2,0.466014
0.0605,0.42547,T,2,0.532794
0.0995,0.44984,T,2,0.508424
0.0608,0.44957,T,2,0.508694
0.0686,0.40785,T,2,0.550414
0.0604,0.44572,T,2,0.512544
0.1093,0.42978,T,2,0.528484
0.0897,0.4303,T,2,0.527964
0.0899,0.46583,T,2,0.492434
0.0997,0.41688,T,2,0.541384
0.0605,0.46981,T,2,0.488454
0.1289,0.4856,T,2,0.472664
0.0705,0.5144,T,2,0.443864
0.1093,0.5126,T,2,0.445664
0.1095,0.52479,T,2,0.433474
0.1094,0.45038,T,2,0.507884
0.0898,0.44382,T,2,0.514444
0.08,0.48984,T,2,0.468424
0.1114,0.48696,T,2,0.471304
0.119,0.47424,T,2,0.484024
0.0899,0.44224,T,2,0.516024
0.08,0.44808,T,2,0.510184
0.1115,0.43552,T,2,0.522744
0.1018,0.53403,T,2,0.424234
0.08,0.50051,T,2,0.457754
0.129,0.50617,T,2,0.452094
0.08,0.49727,T,2,0.460994
0.1095,0.53987,T,2,0.418394
0.08,0.41307,T,2,0.545194
0.1115,0.44926,T,2,0.509004
0.121,0.46041,T,2,0.497854
0.0703,0.43433,T,2,0.523934
0.1405,0.45576,T,2,0.502504
0.0897,0.45495,T,2,0.503314
0.0995,0.44805,T,2,0.510214
0.1193,0.55607,T,2,0.402194
0.119,0.55337,T,2,0.404894
0.0895,0.50787,T,2,0.450394
0.0604,0.44408,T,2,0.514184
0.1309,0.55095,T,2,0.407314
0.1215,0.50503,T,2,0.453234
0.0995,0.46719,T,2,0.491074
0.129,0.48839,T,2,0.469874
0.1408,0.44274,T,2,0.515524
0.0995,0.56064,T,2,0.397624
0.09,0.47238,T,2,0.485884
0.08,0.54858,T,2,0.409684
0.0995,0.54423,T,2,0.414034
0.09,0.52656,T,2,0.431704
0.1092,0.47617,T,2,0.482094
0.07,0.4391,T,2,0.519164
0.08,0.45107,T,2,0.507194
0.1093,0.49335,T,2,0.464914
0.0897,0.52613,T,2,0.432134
0.1092,0.53484,T,2,0.423424
0.0895,0.5493,T,2,0.408964
0.0899,0.45106,T,2,0.507204
0.0606,0.45397,T,2,0.504294
0.1095,0.54337,T,2,0.414894
0.1115,0.46775,T,2,0.490514
0.0805,0.45598,T,2,0.502284
0.0585,0.42455,T,2,0.533714
0.0704,0.47983,T,2,0.478434
0.0995,0.51234,T,2,0.445924
0.139,0.59348,T,2,0.364784
0.0998,0.56833,T,2,0.389934
0.1014,0.48865,T,2,0.469614
0.0899,0.5139,T,2,0.444364
0.1408,0.48087,T,2,0.477394
0.1407,0.49049,T,2,0.467774
0.1115,0.51865,T,2,0.439614
0.1018,0.50125,T,2,0.457014
0.1307,0.49452,T,2,0.463744
0.0702,0.48846,T,2,0.469804
0.119,0.5192,T,2,0.439064
0.1195,0.49302,T,2,0.465244
0.1405,0.51083,T,2,0.447434
0.0897,0.52693,T,2,0.431334
0.1095,0.4845,T,2,0.473764
0.119,0.43588,T,2,0.522384
0.1093,0.53307,T,2,0.425194
0.0703,0.54477,T,2,0.413494
0.07,0.44397,T,2,0.514294
0.1014,0.4694,T,2,0.488864
0.08,0.47995,T,2,0.478314
0.1305,0.57253,T,2,0.385734
0.1307,0.49161,T,2,0.466654
0.129,0.54421,T,2,0.414054
0.119,0.56522,T,2,0.393044
0.119,0.48485,T,2,0.473414
0.119,0.46737,T,2,0.490894
0.1503,0.50687,T,2,0.451394
0.131,0.5432,T,2,0.415064
0.0801,0.46897,T,2,0.489294
0.0897,0.55345,T,2,0.404814
0.09,0.51072,T,2,0.447544
0.0895,0.50502,T,2,0.453244
0.0587,0.47758,T,2,0.480684
0.0996,0.56771,T,2,0.390554
0.1095,0.53586,T,2,0.422404
0.0895,0.50677,T,2,0.451494
0.1018,0.4765,T,2,0.481764
0.0705,0.40021,T,2,0.558054
0.08,0.47994,T,2,0.478324
0.0608,0.46711,T,2,0.491154
0.0702,0.48551,T,2,0.472754
0.0704,0.43025,T,2,0.528014
0.08,0.42876,T,2,0.529504
0.0996,0.50502,T,2,0.453244
0.0705,0.505,T,2,0.453264
0.0702,0.4461,T,2,0.512164
0.0585,0.49033,T,2,0.467934
0.09,0.44357,T,2,0.514694
0.0702,0.42631,T,2,0.531954
0.08,0.44048,T,2,0.517784
0.0682,0.50156,T,2,0.456704
0.0803,0.42241,T,2,0.535854
0.0607,0.4974,T,2,0.460864
0.0703,0.51053,T,2,0.447734
0.0604,0.49503,T,2,0.463234
0.0608,0.4311,T,2,0.527164
0.0586,0.46523,T,2,0.493034
0.0701,0.47799,T,2,0.480274
0.0899,0.43556,T,2,0.522704
0.0805,0.49415,T,2,0.464114
0.0603,0.42512,T,2,0.533144
0.09,0.5091,T,2,0.449164
0.0604,0.49764,T,2,0.460624
0.09,0.47066,T,2,0.487604
0.0585,0.41847,T,2,0.539794
0.0803,0.54735,T,2,0.410914
0.16,0.59337,T,2,0.364894
0.129,0.57308,T,2,0.385184
0.1502,0.60641,T,2,0.351854
0.2402,0.60308,T,2,0.355184
0.08,0.55393,T,2,0.404334
0.0702,0.42727,T,2,0.530994
0.0686,0.43017,T,2,0.528094
0.0998,0.37703,T,2,0.581234
0.0703,0.4349,T,2,0.523364
0.1505,0.43719,T,2,0.521074
0.291,0.4226,T,2,0.535664
0.0607,0.44809,T,2,0.510174
0.09,0.48575,T,2,0.472514
0.18,0.49766,T,2,0.460604
0.08,0.44922,T,2,0.509044
1.4902,0.57352,T,2,0.384744
0.2985,0.41396,T,2,0.544304
0.16,0.45698,T,2,0.501284
0.1092,0.39985,T,2,0.558414
0.1094,0.4658,T,2,0.492464
0.0801,0.45257,T,2,0.505694
0.0605,0.49719,T,2,0.461074
0.0997,0.53494,T,2,0.423324
0.08,0.41249,T,2,0.545774
0.09,0.4345,T,2,0.523764
0.119,0.57278,T,2,0.385484
0.09,0.41655,T,2,0.541714
0.1091,0.51595,T,2,0.442314
0.0803,0.44735,T,2,0.510914
0.0704,0.56812,T,2,0.390144
0.08,0.4864,T,2,0.471864
0.09,0.44587,T,2,0.512394
0.09,0.48624,T,2,0.472024
0.0608,0.49036,T,2,0.467904
0.0585,0.39236,T,2,0.565904
0.08,0.58961,T,2,0.368654
0.0704,0.57315,T,2,0.385114
0.1581,0.5296,T,2,0.428664
0.0705,0.54179,T,2,0.416474
0.0805,0.6506,T,2,0.307664
0.0602,0.42428,T,2,0.533984
0.0703,0.43221,T,2,0.526054
0.0703,0.48193,T,2,0.476334
0.209,0.45614,T,2,0.502124
0.0997,0.66353,T,2,0.294734
0.0703,0.53942,T,2,0.418844
0.1095,0.60398,T,2,0.354284
0.0605,0.49863,T,2,0.459634
0.1191,0.7098,T,2,0.248464
0.0899,0.6726,T,2,0.285664
0.08,0.62946,T,2,0.328804
0.0996,0.69868,T,2,0.259584
0.1113,0.66939,T,2,0.288874
0.0608,0.53008,T,2,0.428184
0.0899,0.71279,T,2,0.245474
0.0919,0.50518,T,2,0.453084
0.1503,0.60977,T,2,0.348494
0.0585,0.60379,T,2,0.354474
0.111,0.6211,T,2,0.337164
0.0996,0.56174,T,2,0.396524
0.1309,0.70767,T,2,0.250594
0.0587,0.45335,T,2,0.504914
0.08,0.57166,T,2,0.386604
0.0895,0.55833,T,2,0.399934
0.0899,0.60874,T,2,0.349524
0.0998,0.70473,T,2,0.253534
0.0997,0.7257,T,2,0.232564
0.119,0.68229,T,2,0.275974
0.17,0.67214,T,2,0.286124
0.2305,0.69241,T,2,0.265854
0.1191,0.5633,T,2,0.394964
0.1095,0.43103,T,2,0.527234
0.0897,0.62815,T,2,0.330114
0.0682,0.41313,T,2,0.545134
0.08,0.64097,T,2,0.317294
0.0801,0.72691,T,2,0.231354
0.08,0.80836,T,2,0.149904
0.08,0.59536,T,2,0.362904
0.09,0.69536,T,2,0.262904
0.09,0.72178,T,2,0.236484
0.1404,0.83342,T,2,0.124844
0.131,0.6361,T,2,0.322164
0.0682,0.50317,T,2,0.455094
0.0897,0.50992,T,2,0.448344
0.1096,0.78356,T,2,0.174704
0.0704,0.51536,T,2,0.442904
0.1092,0.76034,T,2,0.197924
0.0603,0.51265,T,2,0.445614
0.1093,0.54611,T,2,0.412154
0.1506,0.70351,T,2,0.254754
0.0895,0.47214,T,2,0.486124
0.119,0.78791,T,2,0.170354
0.1114,0.56866,T,2,0.389604
0.0605,0.48685,T,2,0.471414
0.0608,0.46487,T,2,0.493394
0.0705,0.49415,T,2,0.464114
0.119,0.57147,T,2,0.386794
0.1795,0.55228,T,2,0.405984
0.1603,0.45803,T,2,0.500234
0.209,0.54719,T,2,0.411074
0.1095,0.46268,T,2,0.495584
0.1405,0.42712,T,2,0.531144
0.209,0.45997,T,2,0.498294
0.1913,0.48329,T,2,0.474974
0.09,0.58132,T,2,0.376944
0.0997,0.59125,T,2,0.367014
0.0705,0.52351,T,2,0.434754
0.0801,0.49644,T,2,0.461824
0.1407,0.45784,T,2,0.500424
